data,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,variazione_terapia_intensiva,variazione_ricoverati_con_sintomi,variazione_totale_ospedalizzati,variazione_isolamento_domiciliare,nuovi_dimessi_guariti,nuovi_deceduti,nuovi_tamponi,nuovi_casi_testati,ti_su_to,to_su_tp,np_su_nt,np_su_nct,var_ti_perc,var_pos_perc,np_log
2020-09-24T17:00:00,2731,246,2977,43803,46780,666,1786,221762,35781,243680.0,60643.0,304323,10787694,6520661.0,,,,,,2.0,73.0,75.0,591.0,1097.0,23.0,108019.0,64899.0,8.26,6.36,1.65,2.75,0.82,1.44,3.2518814545525276
2020-09-25T17:00:00,2737,244,2981,44737,47718,938,1912,222716,35801,244489.0,61746.0,306235,10894963,6584670.0,,,,,,-2.0,6.0,4.0,934.0,954.0,20.0,107269.0,64009.0,8.19,6.25,1.78,2.99,-0.81,2.01,3.2814878879400813
2020-09-26T17:00:00,2746,247,2993,45600,48593,875,1869,223693,35818,245365.0,62739.0,308104,10999350,6646695.0,,,,,,3.0,9.0,12.0,863.0,977.0,17.0,104387.0,62025.0,8.25,6.16,1.79,3.01,1.23,1.83,3.271609301378832
2020-09-27T17:00:00,2846,254,3100,46518,49618,1025,1766,224417,35835,246156.0,63714.0,309870,11087064,6700432.0,,,,,,7.0,100.0,107.0,918.0,724.0,17.0,87714.0,53737.0,8.19,6.25,2.01,3.29,2.83,2.11,3.24699069924155
2020-09-28T17:00:00,2977,264,3241,47082,50323,705,1494,225190,35851,246842.0,64522.0,311364,11138173,6732777.0,,,,,,10.0,131.0,141.0,564.0,773.0,16.0,51109.0,32345.0,8.15,6.44,2.92,4.62,3.94,1.42,3.1743505974793798
2020-09-29T17:00:00,3048,271,3319,47311,50630,307,1648,226506,35875,247628.0,65383.0,313011,11228358,6786395.0,,,,,,7.0,71.0,78.0,229.0,1316.0,24.0,90185.0,53618.0,8.17,6.56,1.83,3.07,2.65,0.61,3.216957207361097
2020-09-30T17:00:00,3047,280,3327,47936,51263,633,1851,227704,35894,248613.0,66248.0,314861,11333922,6848755.0,,,,,,9.0,-1.0,8.0,625.0,1198.0,19.0,105564.0,62360.0,8.42,6.49,1.75,2.97,3.32,1.25,3.267406418752904
2020-10-01T17:00:00,3097,291,3388,49259,52647,1384,2548,228844,35918,249940.0,67469.0,317409,11452158,6916588.0,,,,,,11.0,50.0,61.0,1323.0,1140.0,24.0,118236.0,67833.0,8.59,6.44,2.16,3.76,3.93,2.7,3.406199423663313
2020-10-02T17:00:00,3142,294,3436,50561,53997,1350,2499,229970,35941,251377.0,68531.0,319908,11572459,6988317.0,,,,,,3.0,45.0,48.0,1302.0,1126.0,23.0,120301.0,71729.0,8.56,6.36,2.08,3.48,1.03,2.56,3.39776625612645
2020-10-03T17:00:00,3205,297,3502,52064,55566,1569,2844,231217,35968,252951.0,69800.0,322751,11691391,7057949.0,,,,,,3.0,63.0,66.0,1503.0,1247.0,27.0,118932.0,69632.0,8.48,6.3,2.39,4.08,1.02,2.91,3.4539295920577286
2020-10-04T17:00:00,3287,303,3590,53839,57429,1863,2578,231914,35986,254348.0,70981.0,325329,11784105,7117315.0,,,,,,6.0,82.0,88.0,1775.0,697.0,18.0,92714.0,59366.0,8.44,6.25,2.78,4.34,2.02,3.35,3.4112829130173843
2020-10-05T17:00:00,3487,323,3810,55093,58903,1474,2257,232681,36002,255576.0,72010.0,327586,11844346,7153866.0,,,,,,20.0,200.0,220.0,1254.0,767.0,16.0,60241.0,36551.0,8.48,6.47,3.75,6.17,6.6,2.57,3.353531559077762
2020-10-06T17:00:00,3625,319,3944,56190,60134,1231,2677,234099,36030,256986.0,73277.0,330263,11944088,7216379.0,,,,,,-4.0,138.0,134.0,1097.0,1418.0,28.0,99742.0,62513.0,8.09,6.56,2.68,4.28,-1.24,2.09,3.4276483711869328
2020-10-07T17:00:00,3782,337,4119,58457,62576,2442,3678,235303,36061,258884.0,75056.0,333940,12069402,7296766.0,,,,,,18.0,157.0,175.0,2267.0,1204.0,31.0,125314.0,80387.0,8.18,6.58,2.94,4.58,5.64,4.06,3.5656117249020585
2020-10-08T17:00:00,3925,358,4283,61669,65952,3376,4458,236363,36083,261304.0,77094.0,338398,12197500,7365751.0,,,,,,21.0,143.0,164.0,3212.0,1060.0,22.0,128098.0,68985.0,8.36,6.49,3.48,6.46,6.23,5.4,3.649140064144219
2020-10-09T17:00:00,4086,387,4473,65637,70110,4158,5372,237549,36111,264137.0,79633.0,343770,12326971,7443593.0,,,,,,29.0,161.0,190.0,3968.0,1186.0,28.0,129471.0,77842.0,8.65,6.38,4.15,6.9,8.1,6.3,3.7301360039966776
2020-10-10T17:00:00,4336,390,4726,70103,74829,4719,5724,238525,36140,267320.0,82174.0,349494,12460055,7523702.0,,,,,,3.0,250.0,253.0,4466.0,976.0,29.0,133084.0,80109.0,8.25,6.32,4.3,7.15,0.78,6.73,3.7576996250877386
2020-10-11T17:00:00,4519,420,4939,74136,79075,4246,5456,239709,36166,270510.0,84440.0,354950,12564713,7592410.0,,,,,,30.0,183.0,213.0,4033.0,1184.0,26.0,104658.0,68708.0,8.5,6.25,5.21,7.94,7.69,5.67,3.7368743616484226
2020-10-12T17:00:00,4821,452,5273,77491,82764,3689,4619,240600,36205,272960.0,86609.0,359569,12650155,7652059.0,,,,,,32.0,302.0,334.0,3355.0,891.0,39.0,85442.0,59649.0,8.57,6.37,5.41,7.74,7.62,4.67,3.6645479622465467
2020-10-13T17:00:00,5076,514,5590,81603,87193,4429,5901,242028,36246,276267.0,89200.0,365467,12762699,7722319.0,,,,,,62.0,255.0,317.0,4112.0,1428.0,41.0,112544.0,70260.0,9.19,6.41,5.24,8.4,13.72,5.35,3.7709256146389993
2020-10-14T17:00:00,5470,539,6009,86436,92445,5252,7332,244065,36289,280479.0,92320.0,372799,12914895,7809920.0,,,,,,25.0,394.0,419.0,4833.0,2037.0,43.0,152196.0,87601.0,8.97,6.5,4.82,8.37,4.86,6.02,3.865222456290179
2020-10-15T17:00:00,5796,586,6382,92884,99266,6821,8804,245964,36372,285569.0,96033.0,381602,13077827,7908462.0,,,,,,47.0,326.0,373.0,6448.0,1899.0,83.0,162932.0,98542.0,9.18,6.43,5.4,8.93,8.72,7.38,3.94468003388131
2020-10-16T17:00:00,6178,638,6816,100496,107312,8046,10010,247872,36427,291410.0,100201.0,391611,13228204,8000864.0,,,,,,52.0,382.0,434.0,7612.0,1908.0,55.0,150377.0,92402.0,9.36,6.35,6.66,10.83,8.87,8.11,4.000434077479318
2020-10-17T17:00:00,6617,705,7322,109613,116935,9623,10925,249127,36474,297983.0,104553.0,402536,13394041,8104190.0,,,,,,67.0,439.0,506.0,9117.0,1255.0,47.0,165837.0,103326.0,9.63,6.26,6.59,10.57,10.5,8.97,4.038421445642459
2020-10-18T17:00:00,7131,750,7881,118356,126237,9302,11705,251461,36543,305260.0,108981.0,414241,13540582,8199744.0,,,,,,45.0,514.0,559.0,8743.0,2334.0,69.0,146541.0,95554.0,9.52,6.24,7.99,12.25,6.38,7.95,4.068371418032643
2020-10-19T17:00:00,7676,797,8473,125530,134003,7766,9338,252959,36616,310881.0,112697.0,423578,13639444,8265568.0,,,,,,47.0,545.0,592.0,7174.0,1498.0,73.0,98862.0,65824.0,9.41,6.32,9.45,14.19,6.27,6.15,3.970253869594787
2020-10-20T17:00:00,8454,870,9324,133415,142739,8736,10874,255005,36705,315734.0,118715.0,434449,13784181,8353248.0,,,,,,73.0,778.0,851.0,7885.0,2046.0,89.0,144737.0,87680.0,9.33,6.53,7.51,12.4,9.16,6.52,4.036389328665692
2020-10-21T17:00:00,9057,926,9983,145459,155442,12703,15199,257374,36832,324455.0,125193.0,449648,13962029,8459736.0,,,,,,56.0,603.0,659.0,12044.0,2369.0,127.0,177848.0,106488.0,9.28,6.42,8.55,14.27,6.44,8.9,4.181815014999474
2020-10-22T17:00:00,9694,992,10686,158616,169302,13860,16079,259456,36968,333450.0,132276.0,465726,14132421,8564608.0,,,,,,66.0,637.0,703.0,13157.0,2082.0,136.0,170392.0,104872.0,9.28,6.31,9.44,15.33,7.13,8.92,4.206259035209283
2020-10-23T17:00:00,10549,1049,11598,174404,186002,16700,19143,261808,37059,344414.0,140455.0,484869,14314453,8679107.0,,,,,,57.0,855.0,912.0,15788.0,2352.0,91.0,182032.0,114499.0,9.04,6.24,10.52,16.72,5.75,9.86,4.282009999342054
2020-10-24T17:00:00,11287,1128,12415,190767,203182,17180,19644,264117,37210,355768.0,148741.0,504509,14492122,8788780.0,,,,,,79.0,738.0,817.0,16363.0,2309.0,151.0,177669.0,109673.0,9.09,6.11,11.06,17.91,7.53,9.24,4.293229925459566
2020-10-25T17:00:00,12006,1208,13214,209027,222241,19059,21273,266203,37338,369359.0,156423.0,525782,14654002,8890656.0,,,,,,80.0,719.0,799.0,18260.0,2086.0,128.0,161880.0,101876.0,9.14,5.95,13.14,20.88,7.09,9.38,4.3278287400941995
2020-10-26T17:00:00,12997,1284,14281,222403,236684,14443,17012,268626,37479,378783.0,164006.0,542789,14778688,8969472.0,,,,,,76.0,991.0,1067.0,13376.0,2423.0,141.0,124686.0,78816.0,8.99,6.03,13.64,21.58,6.29,6.5,4.230755374041986
2020-10-27T17:00:00,13955,1411,15366,239724,255090,18406,21994,271988,37700,391879.0,172899.0,564778,14953086,9075818.0,,,,,,127.0,958.0,1085.0,17321.0,3362.0,221.0,174398.0,106346.0,9.18,6.02,12.61,20.68,9.89,7.78,4.342304220718211
2020-10-28T17:00:00,14981,1536,16517,259940,276457,21367,24991,275404,37905,406130.0,183636.0,589766,15152038,9197638.0,,,,,,125.0,1026.0,1151.0,20216.0,3416.0,205.0,198952.0,121820.0,9.3,5.97,12.56,20.51,8.86,8.38,4.397783634509514
2020-10-29T17:00:00,15964,1651,17615,281576,299191,22734,26831,279282,38122,421834.0,194761.0,616595,15353490,9316495.0,,,,,,115.0,983.0,1098.0,21636.0,3878.0,217.0,201452.0,118857.0,9.37,5.89,13.32,22.57,7.49,8.22,4.428636859268609
2020-10-30T17:00:00,16994,1746,18740,307046,325786,26595,31084,283567,38321,439297.0,208377.0,647674,15568575,9446183.0,,,,,,95.0,1030.0,1125.0,25470.0,4285.0,199.0,215085.0,129688.0,9.32,5.75,14.45,23.97,5.75,8.89,4.492536900288133
2020-10-31T17:00:00,17966,1843,19809,331577,351386,25600,31758,289426,38618,460502.0,218928.0,679430,15784461,9578462.0,,,,,,97.0,972.0,1069.0,24531.0,5859.0,297.0,215886.0,132279.0,9.3,5.64,14.71,24.01,5.56,7.86,4.501853144374912
2020-11-01T17:00:00,18902,1939,20841,357288,378129,26743,29907,292380,38826,474270.0,235065.0,709335,15967918,9695940.0,,,,,,96.0,936.0,1032.0,25711.0,2954.0,208.0,183457.0,117478.0,9.3,5.51,16.3,25.46,5.21,7.61,4.475772850718036
2020-11-02T17:00:00,19840,2022,21862,374650,396512,18383,22253,296017,39059,487976.0,243612.0,731588,16103649,9783603.0,,,,,,83.0,938.0,1021.0,17362.0,3637.0,233.0,135731.0,87663.0,9.25,5.51,16.39,25.38,4.28,4.86,4.34738856792903
2020-11-03T17:00:00,21114,2225,23339,394803,418142,21630,28244,302275,39412,503468.0,256361.0,759829,16285936,9893535.0,,,,,,203.0,1274.0,1477.0,20153.0,6258.0,353.0,182287.0,109932.0,9.53,5.58,15.49,25.69,10.04,5.46,4.450926202822742
2020-11-04T17:00:00,22116,2292,24408,418827,443235,25093,30550,307378,39747,520799.0,269578.0,790377,16497767,10021035.0,,,,,,67.0,1002.0,1069.0,24024.0,5103.0,335.0,211831.0,127500.0,9.39,5.51,14.42,23.96,3.01,6.0,4.485011214578573
2020-11-05T17:00:00,23256,2391,25647,446701,472348,29113,34505,312339,40192,541173.0,283706.0,824879,16717651,10155585.0,,,,,,99.0,1140.0,1239.0,27874.0,4961.0,445.0,219884.0,134550.0,9.32,5.43,15.69,25.64,4.32,6.57,4.537882031742018
2020-11-06T17:00:00,24005,2515,26520,472598,499118,26770,37809,322925,40638,562010.0,300671.0,862681,16951896,10290151.0,,,,,,124.0,749.0,873.0,25897.0,10586.0,446.0,234245.0,134566.0,9.48,5.31,16.14,28.1,5.19,5.67,4.577595190977317
2020-11-07T17:00:00,25109,2634,27743,504793,532536,33418,39811,328891,41063,583660.0,318830.0,902490,17183569,10427797.0,,,,,,119.0,1104.0,1223.0,32195.0,5966.0,425.0,231673.0,137646.0,9.49,5.21,17.18,28.92,4.73,6.7,4.600003086627741
2020-11-08T17:00:00,26440,2749,29189,529447,558636,26100,32616,335074,41394,601403.0,333701.0,935104,17374713,10547046.0,,,,,,115.0,1331.0,1446.0,24654.0,6183.0,331.0,191144.0,119249.0,9.42,5.23,17.06,27.35,4.37,4.9,4.5134306984441
2020-11-09T17:00:00,27636,2849,30485,542849,573334,14698,25271,345289,41750,614843.0,345530.0,960373,17522438,10635747.0,,,,,,100.0,1196.0,1296.0,13402.0,10215.0,356.0,147725.0,88701.0,9.35,5.32,17.11,28.49,3.64,2.63,4.402622427748527
2020-11-10T17:00:00,28633,2971,31604,558506,590110,16776,35098,363023,42330,636202.0,359261.0,995463,17740196,10765561.0,,,,,,122.0,997.0,1119.0,15657.0,17734.0,580.0,217758.0,129814.0,9.4,5.36,16.12,27.04,4.28,2.93,4.545282369636454
2020-11-11T17:00:00,29444,3081,32525,580833,613358,23248,32961,372113,42953,657205.0,371219.0,1028424,17965836,10891971.0,,,,,,110.0,811.0,921.0,22327.0,9090.0,623.0,225640.0,126410.0,9.47,5.3,14.61,26.07,3.7,3.94,4.518000379235449
2020-11-12T17:00:00,29873,3170,33043,602011,635054,21696,37978,387758,43589,674591.0,391810.0,1066401,18200508,11025449.0,,,,,,89.0,429.0,518.0,21178.0,15645.0,636.0,234672.0,133478.0,9.59,5.2,16.18,28.45,2.89,3.54,4.579532090157864
2020-11-13T17:00:00,30914,3230,34144,629782,663926,28872,40902,399238,44139,697312.0,409991.0,1107303,18455416,11170324.0,,,,,,60.0,1041.0,1101.0,27771.0,11480.0,550.0,254908.0,144875.0,9.46,5.14,16.05,28.23,1.89,4.55,4.6117445443821
2020-11-14T17:00:00,31398,3306,34704,653731,688435,24509,37255,411434,44683,718482.0,426070.0,1144552,18683111,11305441.0,,,,,,76.0,484.0,560.0,23949.0,12196.0,544.0,227695.0,135117.0,9.53,5.04,16.36,27.57,2.35,3.69,4.571184567733605
2020-11-15T17:00:00,32047,3422,35469,677021,712490,24055,33979,420810,45229,736846.0,441683.0,1178529,18878386,11416172.0,,,,,,116.0,649.0,765.0,23290.0,9376.0,546.0,195275.0,110731.0,9.65,4.98,17.4,30.69,3.51,3.49,4.531210593459676
2020-11-16T17:00:00,32536,3492,36028,681756,717784,5294,27354,442364,45733,751766.0,454115.0,1205881,19031049,11505254.0,,,,,,70.0,489.0,559.0,4735.0,21554.0,504.0,152663.0,89082.0,9.69,5.02,17.92,30.71,2.05,0.74,4.437020842585606
2020-11-17T17:00:00,33074,3612,36686,697124,733810,16026,32191,457798,46464,770282.0,467790.0,1238072,19239507,11620187.0,,,,,,120.0,538.0,658.0,15368.0,15434.0,731.0,208458.0,114933.0,9.85,5.0,15.44,28.01,3.44,2.23,4.507734468072263
2020-11-18T17:00:00,33504,3670,37174,705994,743168,9358,34282,481967,47217,784687.0,487665.0,1272352,19474341,11744424.0,,,,,,58.0,430.0,488.0,8870.0,24169.0,753.0,234834.0,124237.0,9.87,5.0,14.6,27.59,1.61,1.28,4.535066150579828
2020-11-19T17:00:00,33610,3712,37322,724349,761671,18503,36176,498987,47870,802852.0,505676.0,1308528,19724527,11882821.0,,,,,,42.0,106.0,148.0,18355.0,17020.0,653.0,250186.0,138397.0,9.95,4.9,14.46,26.14,1.14,2.49,4.558420545001285
2020-11-20T17:00:00,33957,3748,37705,739471,777176,15505,37242,520022,48569,825417.0,520350.0,1345767,19962604,11999674.0,,,,,,36.0,347.0,383.0,15122.0,21035.0,699.0,238077.0,116853.0,9.94,4.85,15.64,31.87,0.97,2.04,4.57103299576904
2020-11-21T17:00:00,34063,3758,37821,753925,791746,14570,34767,539524,49261,844177.0,536354.0,1380531,20199829,12120989.0,,,,,,10.0,106.0,116.0,14454.0,19502.0,692.0,237225.0,121315.0,9.94,4.78,14.66,28.66,0.27,1.87,4.541167217584145
2020-11-22T17:00:00,34279,3801,38080,767867,805947,14201,28337,553098,49823,858957.0,549911.0,1408868,20388576,12225850.0,,,,,,43.0,216.0,259.0,13942.0,13574.0,562.0,188747.0,104861.0,9.98,4.72,15.01,27.02,1.14,1.79,4.452353870173597
2020-11-23T17:00:00,34697,3810,38507,758342,796849,-9098,22930,584493,50453,870461.0,561334.0,1431795,20537521,12303705.0,,,,,,9.0,418.0,427.0,-9525.0,31395.0,630.0,148945.0,77855.0,9.89,4.83,15.39,29.45,0.24,-1.13,4.360404054729939
2020-11-24T17:00:00,34577,3816,38393,759993,798386,1537,23232,605330,51306,882238.0,572784.0,1455022,20726180,12398952.0,,,,,,6.0,-120.0,-114.0,1651.0,20837.0,853.0,188659.0,95247.0,9.94,4.81,12.31,24.39,0.16,0.19,4.36608659902
2020-11-25T17:00:00,34313,3848,38161,753536,791697,-6689,25853,637149,52028,896155.0,584719.0,1480874,20956187,12513129.0,,,,,,32.0,-264.0,-232.0,-6457.0,31819.0,722.0,230007.0,114177.0,10.08,4.82,11.24,22.64,0.84,-0.84,4.41251094618621
2020-11-26T17:00:00,34038,3846,37884,757961,795845,4148,29003,661180,52850,914390.0,595485.0,1509875,21188898,12623390.0,,,,,,-2.0,-275.0,-277.0,4425.0,24031.0,822.0,232711.0,110261.0,10.15,4.76,12.46,26.3,-0.05,0.52,4.462442922590674
2020-11-27T17:00:00,33684,3782,37466,750427,787893,-7952,28352,696647,53677,928191.0,610026.0,1538217,21411701,12729411.0,,,,,,-64.0,-354.0,-418.0,-7534.0,35467.0,827.0,222803.0,106021.0,10.09,4.76,12.73,26.74,-1.66,-1.0,4.452583700206957
2020-11-28T17:00:00,33299,3762,37061,752247,789308,1415,26323,720861,54363,942048.0,622484.0,1564532,21637641,12842250.0,,,,,,-20.0,-385.0,-405.0,1820.0,24214.0,686.0,225940.0,112839.0,10.15,4.7,11.65,23.33,-0.53,0.18,4.420335383771662
2020-11-29T17:00:00,32879,3753,36632,759139,795771,6463,20648,734503,54904,958832.0,626346.0,1585178,21814575,12922382.0,,,,,,-9.0,-420.0,-429.0,6892.0,13642.0,541.0,176934.0,80132.0,10.25,4.6,11.67,25.77,-0.24,0.82,4.314877991535813
2020-11-30T17:00:00,33187,3744,36931,751540,788471,-7300,16377,757507,55576,966577.0,634977.0,1601554,21945099,12986634.0,,,,,,-9.0,308.0,299.0,-7599.0,23004.0,672.0,130524.0,64252.0,10.14,4.68,12.55,25.49,-0.24,-0.92,4.214234349025624
2020-12-01T17:00:00,32811,3663,36474,743471,779945,-8526,19350,784595,56361,971784.0,649117.0,1620901,22127199,13071746.0,,,,,,-81.0,-376.0,-457.0,-8069.0,27088.0,785.0,182100.0,85112.0,10.04,4.68,10.63,22.73,-2.16,-1.08,4.28668096935493
2020-12-02T17:00:00,32454,3616,36070,725160,761230,-18715,20709,823335,57045,988470.0,653140.0,1641610,22334342,13167345.0,,,,,,-47.0,-357.0,-404.0,-18311.0,38740.0,684.0,207143.0,95599.0,10.02,4.74,10.0,21.66,-1.28,-2.4,4.3161591281079685
2020-12-03T17:00:00,31772,3597,35369,724613,759982,-1248,23225,846809,58038,0.0,0.0,1664829,22554389,13264937.0,217.0,,,,,-19.0,-682.0,-701.0,-547.0,23474.0,993.0,220047.0,97592.0,10.17,4.65,10.55,23.8,-0.53,-0.16,4.36595572266568
2020-12-04T17:00:00,31200,3567,34767,722935,757702,-2280,24099,872385,58852,,,1688939,22767130,13348428.0,201.0,,,,,-30.0,-572.0,-602.0,-1678.0,25576.0,814.0,212741.0,83491.0,10.26,4.59,11.33,28.86,-0.83,-0.3,4.381999021683067
2020-12-05T17:00:00,30158,3517,33675,720494,754169,-3533,21052,896308,59514,,,1709991,22962114,14243149.0,192.0,,,,,-50.0,-1042.0,-1092.0,-2441.0,23923.0,662.0,194984.0,894721.0,10.44,4.47,10.8,2.35,-1.4,-0.47,4.32329336134524
2020-12-06T17:00:00,30391,3454,33845,721461,755306,1137,18887,913494,60078,,,1728878,23125664,13510154.0,150.0,,,,,-63.0,233.0,170.0,967.0,17186.0,564.0,163550.0,-732995.0,10.21,4.48,11.55,-2.58,-1.79,0.15,4.276162980319142
2020-12-07T17:00:00,30524,3382,33906,714913,748819,-6487,13720,933132,60606,,,1742557,23236881,13563263.0,144.0,,,,,-72.0,133.0,61.0,-6548.0,19638.0,528.0,111217.0,53109.0,9.97,4.53,12.34,25.83,-2.08,-0.86,4.137354111370733
2020-12-08T17:00:00,30081,3345,33426,704099,737525,-11294,14842,958629,61240,,,1757394,23386113,13622814.0,192.0,,,,,-37.0,-443.0,-480.0,-10814.0,25497.0,634.0,149232.0,59551.0,10.01,4.53,9.95,24.92,-1.09,-1.51,4.171492427252901
2020-12-09T17:00:00,29653,3320,32973,677542,710515,-27010,12756,997895,61739,,,1770149,23504588,13673746.0,152.0,,,,,-25.0,-428.0,-453.0,-26557.0,39266.0,499.0,118475.0,50932.0,10.07,4.64,10.77,25.05,-0.75,-3.66,4.105714510570921
2020-12-10T17:00:00,29088,3291,32379,664148,696527,-13988,16999,1027994,62626,,,1787147,23676174,13744859.0,251.0,,,,,-29.0,-565.0,-594.0,-13394.0,30099.0,887.0,171586.0,71113.0,10.16,4.65,9.91,23.9,-0.87,-1.97,4.2304233738926404
2020-12-11T17:00:00,28562,3265,31827,658496,690323,-6204,18727,1052163,63387,,,1805873,23866590,13823013.0,208.0,,,,,-26.0,-526.0,-552.0,-5652.0,24169.0,761.0,190416.0,78154.0,10.26,4.61,9.83,23.96,-0.79,-0.89,4.272468210487953
2020-12-12T17:00:00,28066,3199,31265,653583,684848,-5475,19903,1076891,64036,,,1825775,24063029,13901576.0,195.0,,,,,-66.0,-496.0,-562.0,-4913.0,24728.0,649.0,196439.0,78563.0,10.23,4.57,10.13,25.33,-2.02,-0.79,4.298918543005098
2020-12-13T17:00:00,27735,3158,30893,655138,686031,1183,17938,1093161,64520,,,1843712,24215726,13971600.0,152.0,,,,,-41.0,-331.0,-372.0,1555.0,16270.0,484.0,152697.0,70024.0,10.22,4.5,11.75,25.62,-1.28,0.17,4.25377401967888
2020-12-14T17:00:00,27765,3095,30860,644249,675109,-10922,12030,1115617,65011,,,1855737,24319310,14022752.0,138.0,,,,,-63.0,30.0,-33.0,-10889.0,22456.0,491.0,103584.0,51152.0,10.03,4.57,11.61,23.52,-1.99,-1.59,4.080265627339845
2020-12-15T17:00:00,27342,3003,30345,632968,663313,-11796,14844,1141406,65857,,,1870576,24483741,14086989.0,199.0,,,,,-92.0,-423.0,-515.0,-11281.0,25789.0,846.0,164431.0,64237.0,9.9,4.57,9.03,23.11,-2.97,-1.75,4.171550945676746
2020-12-16T17:00:00,26897,2926,29823,615883,645706,-17607,17572,1175901,66537,,,1888144,24683230,14165961.0,191.0,,,,,-77.0,-445.0,-522.0,-17085.0,34495.0,680.0,199489.0,78972.0,9.81,4.62,8.81,22.25,-2.56,-2.65,4.244821194593283
2020-12-17T17:00:00,26427,2855,29282,606061,635343,-10363,18236,1203814,67220,,,1906377,24635720,14246739.0,183.0,,,,,-71.0,-470.0,-541.0,-9822.0,27913.0,683.0,-47510.0,80778.0,9.75,4.61,-38.38,22.58,-2.43,-1.6,4.260929583529925
2020-12-18T17:00:00,25769,2819,28588,599210,627798,-7545,17992,1226086,67894,,,1921778,24815520,14150088.0,189.0,,,,,-36.0,-658.0,-694.0,-6851.0,22272.0,674.0,179800.0,-96651.0,9.86,4.55,10.01,-18.62,-1.26,-1.19,4.255079442427576
2020-12-19T17:00:00,25364,2784,28148,592018,620166,-7632,16308,1249470,68447,,,1938083,24991705,14225200.0,160.0,,,,,-35.0,-405.0,-440.0,-7192.0,23384.0,553.0,176185.0,75112.0,9.89,4.54,9.26,21.71,-1.24,-1.22,4.212400702780119
2020-12-20T17:00:00,25158,2743,27901,594859,622760,2594,15104,1261626,68799,,,1953185,25129125,14289494.0,121.0,,,,,-41.0,-206.0,-247.0,2841.0,12156.0,352.0,137420.0,64294.0,9.83,4.48,10.99,23.49,-1.47,0.42,4.179091976953994
2020-12-21T17:00:00,25145,2731,27876,585706,613582,-9178,10872,1281258,69214,,,1964054,25217014,14331832.0,161.0,,,,,-12.0,-13.0,-25.0,-9153.0,19632.0,415.0,87889.0,42338.0,9.8,4.54,12.37,25.68,-0.44,-1.47,4.036309443724438
2020-12-22T17:00:00,24948,2687,27635,578320,605955,-7627,13318,1301573,69842,,,1977370,25374719,14386848.0,201.0,,,,,-44.0,-197.0,-241.0,-7386.0,20315.0,628.0,157705.0,55016.0,9.72,4.56,8.44,24.21,-1.61,-1.24,4.124439010556526
2020-12-23T17:00:00,24546,2624,27170,571646,598816,-7139,14522,1322067,70395,,,1991278,25558583,14453521.0,216.0,,,,,-63.0,-402.0,-465.0,-6674.0,20494.0,553.0,183864.0,66673.0,9.66,4.54,7.9,21.78,-2.34,-1.18,4.162026432421177
2020-12-24T17:00:00,24070,2589,26659,566973,593632,-5184,18040,1344785,70900,,,2009317,25752360,14530706.0,149.0,,,,,-35.0,-476.0,-511.0,-4673.0,22718.0,505.0,193777.0,77185.0,9.71,4.49,9.31,23.37,-1.33,-0.87,4.256236533205923
2020-12-25T17:00:00,23402,2584,25986,553900,579886,-13746,19037,1377109,71359,,,2028354,25904694,14597413.0,165.0,,,,,-5.0,-668.0,-673.0,-13073.0,32324.0,459.0,152334.0,66707.0,9.94,4.48,12.5,28.54,-0.19,-2.32,4.2795985099045675
2020-12-26T17:00:00,23312,2580,25892,555051,580943,1057,10431,1386213,71627,,,2038783,25986258,14631296.0,133.0,,,,,-4.0,-90.0,-94.0,1151.0,9104.0,268.0,81564.0,33883.0,9.96,4.46,12.79,30.79,-0.15,0.18,4.018325945402921
2020-12-27T17:00:00,23571,2580,26151,555609,581760,817,8913,1394011,71925,,,2047696,26046137,14656053.0,148.0,,,,,0.0,259.0,259.0,558.0,7798.0,298.0,59879.0,24757.0,9.87,4.5,14.89,36.0,0.0,0.14,3.9500239065233265
2020-12-28T17:00:00,23932,2565,26497,548724,575221,-6539,8585,1408686,72370,,,2056277,26114818,14685718.0,167.0,,,,,-15.0,361.0,346.0,-6885.0,14675.0,445.0,68681.0,29665.0,9.68,4.61,12.5,28.94,-0.58,-1.12,3.9337402994969355
2020-12-29T17:00:00,23662,2549,26211,542517,568728,-6493,11224,1425730,73029,,,2067487,26243558,14731420.0,256.0,,,,,-16.0,-270.0,-286.0,-6207.0,17044.0,659.0,128740.0,45702.0,9.72,4.61,8.72,24.56,-0.62,-1.13,4.050147658020303
2020-12-30T17:00:00,23566,2528,26094,538301,564395,-4333,16202,1445690,73604,,,2083689,26412603,14795168.0,175.0,,,,,-21.0,-96.0,-117.0,-4216.0,19960.0,575.0,169045.0,63748.0,9.69,4.62,9.58,25.42,-0.82,-0.76,4.2095686278359405
2020-12-31T17:00:00,23151,2555,25706,544190,569896,5501,23477,1463111,74159,,,2107166,26598607,14871966.0,202.0,,,,,27.0,-415.0,-388.0,5889.0,17421.0,555.0,186004.0,76798.0,9.94,4.51,12.62,30.57,1.07,0.97,4.370642599956906
